url_length,content_length,has_sql,has_xss,has_path_traversal,method_encoded,special_char_count,length,classification
0.019675925925925923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0798611111111111,0.0,0.0,0.0,0.0,0.0,0.046357615894039736,0.0,0
0.019675925925925923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.032407407407407406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.32523148148148145,0.0,0.0,0.0,0.0,0.0,0.2185430463576159,0.0,1
0.04050925925925925,0.01555023923444976,0.0,0.0,0.0,0.5,0.0,0.0,1
0.3530092592592592,0.0,0.0,0.0,0.0,0.0,0.23841059602649006,0.0,1
0.030092592592592594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.03356481481481482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.03472222222222222,0.08612440191387559,0.0,0.0,0.0,0.5,0.0,0.0,1
0.028935185185185182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.10995370370370369,0.0,0.0,0.0,0.0,0.0,0.059602649006622516,0.0,1
0.031249999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.03472222222222222,0.07894736842105263,0.0,0.0,0.0,0.5,0.0,0.0,1
0.318287037037037,0.0,0.0,0.0,0.0,0.0,0.1986754966887417,0.0,0
0.030092592592592594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.028935185185185182,0.05143540669856459,0.0,0.0,0.0,0.5,0.0,0.0,0
0.030092592592592594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.032407407407407406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.04050925925925925,0.004784688995215311,0.0,0.0,0.0,0.5,0.0,0.0,0
0.04050925925925925,0.004784688995215311,0.0,0.0,0.0,0.5,0.0,0.0,0
0.04050925925925925,0.004784688995215311,0.0,0.0,0.0,0.5,0.0,0.0,0
0.10648148148148148,0.0,1.0,0.0,0.0,0.0,0.06622516556291391,0.0,1
0.11342592592592593,0.0,0.0,0.0,0.0,0.0,0.08609271523178808,0.0,0
0.032407407407407406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3668981481481481,0.0,0.0,0.0,0.0,0.0,0.271523178807947,0.0,1
0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.031249999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.025462962962962958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1076388888888889,0.0,0.0,0.0,0.0,0.0,0.059602649006622516,0.0,0
0.030092592592592594,0.021531100478468897,0.0,0.0,0.0,0.5,0.0,0.0,1
0.032407407407407406,0.326555023923445,1.0,0.0,0.0,0.5,0.0,0.0,1
0.33912037037037035,0.0,0.0,0.0,0.0,0.0,0.23178807947019867,0.0,1
0.031249999999999993,0.3038277511961722,0.0,0.0,0.0,0.5,0.0,0.0,0
0.3101851851851851,0.0,0.0,0.0,0.0,0.0,0.2251655629139073,0.0,0
0.04050925925925925,0.004784688995215311,0.0,0.0,0.0,0.5,0.0,0.0,0
0.030092592592592594,0.08612440191387559,0.0,0.0,0.0,0.5,0.0,0.0,1
0.030092592592592594,0.04665071770334928,0.0,0.0,0.0,0.5,0.0,0.0,1
0.05092592592592592,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.0,0
0.03935185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.030092592592592594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
